Time (s),      MJD UTC     ,      ECI X (km)    ,      ECI Y (km)    ,      ECI Z (km)    ,      ECI U (km/s)    ,      ECI V (km/s)    ,      ECI W (km/s)    ,  Semi-Major Axis (km),      Eccentricity     ,    Inclination (rad)  ,  Arg of Perigee (rad) ,       RAAN (rad)      ,   True Anomaly (rad)  ,  Latitude (rad)   ,  Longitude (rad)  ,   Altitude (km)    ,  Rho:10E-9 kg/m^3 
   86400, 58282.00171702000,  -3457.550636450869,  -5043.577828513647,  -2911.835227897378,  5.699149144216805542, -1.005266363817200937, -5.032002441164870006,  6768.104346387267466, 0.00077340425475529470, 0.90163549779484802957, 1.02791117344089583954, 0.58371085261777587411, 2.69382007136329954997, -0.447847410892070, -0.454399799195488, 398.668903229484272,  0.000000000000000
   90000, 58282.04338368667,  -2026.130343345745,   3683.557836873797,   5298.208015195643, -6.532461831523945906, -4.025980526529898575,  0.304499462305232532,  6768.104121268230616, 0.00077344986375897637, 0.90163546843932399676, 1.02790545403308969765, 0.58371081252582818108, 0.49268161273165313587,  0.902238562108256, -2.753453439118674, 398.481754370034992,  0.000000000000000
   93600, 58282.08505035334,   5841.809596290621,    683.021007287028,  -3350.195065401085,  2.000242098948576501,  5.749257909256995378,  4.671871617250895614,  6768.103920729389096, 0.00077343952768417406, 0.90163544758512272406, 1.02789742879838084933, 0.58371078200872545701, 4.57240628761823042492, -0.518738407420532,  1.307868057097499, 395.918084805023682,  0.000000000000000
   97200, 58282.12671702000,  -4865.093144292441,  -4508.101039940174,  -1366.050396322272,  4.177034091225886057, -2.752130871975094314, -5.814348522041108914,  6768.104268473147140, 0.00077342477063523172, 0.90163541598710941885, 1.02792142063509907724, 0.58371075845108415426, 2.37378352067727366290, -0.205651942124961, -1.464913635503815, 394.616202796142943,  0.000000000000000
  100800, 58282.16838368667,   -108.228942014656,   4613.979693618785,   4943.371327143303, -6.924402990725438584, -2.502208617028188454,  2.185265982996760740,  6768.104272471783479, 0.00077347239914894559, 0.90163538150723914220, 1.02790236361787852581, 0.58371071899381600799, 0.17178661897066589015,  0.822790509746671,  2.262718163625335, 396.257929509517112,  0.000000000000000
  104400, 58282.21005035334,   4988.982102339352,   -948.802559156017,  -4477.554917954245,  3.983490972328247080,  5.700625750889532859,  3.238553608451008639,  6768.103928130581085, 0.00077344966041593228, 0.90163535916143670976, 1.02789380575981290219, 0.58371068014950380304, 4.25212444539924551163, -0.723998266693894,  0.216390822221761, 401.629422052808252,  0.000000000000000
  108000, 58282.25171702000,  -5778.167827527850,  -3514.455228756592,    318.556893802052,  2.229506518503960727, -4.220086323855139579, -6.005988683407640796,  6768.104130196361719, 0.00077344505475396815, 0.90163533181490753971, 1.02790721324082196821, 0.58371065540541081177, 2.05366221084956319487,  0.045865813624200, -2.453639841783736, 392.439148907420531,  0.000000000000000
  111600, 58282.29338368667,   1820.711184787137,   5073.636757444691,   4084.165410614293, -6.609881635401842910, -0.722941946296090264,  3.843298381361264154,  6768.104362344594183, 0.00077348426905348862, 0.90163529447533875718, 1.02787929986647261443, 0.58371061963244157410, 6.13406990329840282094,  0.652004612178541,  1.106551339129147, 392.624045096974896,  0.000000000000000
  115200, 58282.33505035334,   3628.774051761693,  -2484.153232809526,  -5149.568226656412,  5.560466346069612452,  5.072462360209961993,  1.476913378152459648,  6768.104030853991415, 0.00077344753269638332, 0.90163526775024761324, 1.02787451367326302764, 0.58371057413655947352, 3.93199919817277410063, -0.865641846564350, -0.982647960691999, 406.007244424035378,  0.000000000000000
  118800, 58282.37671702000,  -6103.636544225158,  -2163.426794206087,   1970.750272556963,  0.053926973834700292, -5.259684750232245163, -5.586777993733827196,  6768.103996972700465, 0.00077345052143937285, 0.90163524436511088985, 1.02788202638192572994, 0.58371054393600246330, 1.73341253837728535652,  0.295531448919937,  2.836036317145700, 392.611293553895621,  0.000000000000000
